id,name,vehicle_make_id
1485,Virago 250,15
1486,Virago 500,15
1487,Virago 535,15
1488,Virago 700,15
1489,Virago 750,15
1490,Virago 920,15
1491,Virago 1000,15
1492,Virago 1100,15
1493,Vision 550,15
1494,VMax,15
1495,Warrior,15
1496,Warrior 350,15
1497,Wolverine 350,15
1498,Wolverine 450,15
1499,Wolverine 700,15
1500,Wolverine 850,15
1501,WR200,15
1502,WR250,15
1503,WR250F,15
1504,WR250R,15
1505,WR250X,15
1506,WR250Z,15
1507,WR400F,15
1508,WR426F,15
1509,WR450F,15
1510,WR500,15
1511,XC125,15
1512,Xmax,15
1513,XS400,15
1514,XS750,15
1515,XS850,15
1516,XS1100,15
1517,XSR700,15
1518,XSR900,15
1519,XT225,15
1520,XT250,15
1521,XT350,15
1522,XT500C,15
1523,XT500D,15
1524,XT500E,15
1525,XT500F,15
1526,XT500G,15
1527,XT500H,15
1528,XT600,15
1529,XT600E,15
1530,YCS1,15
1531,YFM350R,15
1532,YFZ450,15
1533,YFZ450X,15
1534,YFZ50,15
1535,YG1-S,15
1536,YG1-T,15
1537,YJ2,15
1538,YL-1,15
1539,YL-1E,15
1540,YL2,15
1541,YM1,15
1542,YSR50,15
1543,YXZ1000R,15
1544,YZ50G,15
1545,YZ60,15
1546,YZ65,15
1547,YZ80,15
1548,YZ85,15
1549,YZ100,15
1550,YZ125,15
1551,YZ250,15
1552,YZ250C,15
1553,YZ250D,15
1554,YZ250E,15
1555,YZ250F,15
1556,YZ250G,15
1557,YZ250H,15
1558,YZ250X,15
1559,YZ400,15
1560,YZ400F,15
1561,YZ426F,15
1562,YZ450F,15
1563,YZ465G,15
1564,YZ465H,15
1565,YZ490,15
1566,YZF-R1,15
1567,YZF-R1M,15
1568,YZF-R3,15
1569,YZF600R,15
1570,YZF750R,15
1571,YZF1000R,15
1572,Zuma 50,15
1573,Zuma 50F,15
1574,Zuma 50FX,15
1575,Zuma 125,15
